po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO002792,S00415,27-04-2024,INR,APPROVED,110311.66
PO002793,S00374,13-10-2025,GBP,APPROVED,15317.56
PO002794,S00317,17-01-2025,EUR,CLOSED,41136.39
PO002795,S00099,28-07-2024,USD,APPROVED,258891.64
PO002796,S00032,22-03-2024,INR,APPROVED,118190
PO002797,S00396,13-09-2025,,CANCELLED,229457
PO002798,S00280,28-07-2024,USD,CLOSED,393958.14
PO002799,S00038,11-02-2025,INR,CANCELLED,53785.23
PO002800,S00043,21-09-2025,GBP,APPROVED,45437.33
PO002801,S00307,07-10-2024,INR,CANCELLED,146480.28
PO002802,S00005,07-04-2024,,CANCELLED,429875.25
PO002803,S00058,16-05-2025,GBP,APPROVED,292413.46
PO002804,S00332,24-01-2025,,CANCELLED,496080.03
PO002805,S00131,15-02-2024,GBP,CLOSED,243765.6
PO002806,S00092,01-08-2024,EUR,CANCELLED,254671.12
PO002807,S00494,12-11-2024,EUR,CLOSED,432966.79
PO002808,S00130,02-04-2025,EUR,CLOSED,337310.49
PO002809,S00263,10-07-2024,EUR,CANCELLED,51292.38
PO002810,S00394,04-10-2024,INR,CANCELLED,-1708.77
PO002811,S00464,22-12-2025,,CANCELLED,245372.9
PO002812,S00093,16-06-2025,USD,CANCELLED,334852.98
PO002813,S00049,06-07-2024,GBP,CLOSED,317130.9
PO002814,S00281,16-04-2025,INR,APPROVED,388289.86
PO002815,S00397,18-03-2025,INR,APPROVED,150136.17
PO002816,S00160,23-03-2024,EUR,CANCELLED,46973.14
PO002817,S00157,05-07-2025,,APPROVED,283359.26
PO002818,S00081,27-07-2025,EUR,APPROVED,91911.55
PO002819,S00206,05-12-2025,INR,APPROVED,303112.23
PO002820,S00082,22-10-2024,EUR,CANCELLED,325012.77
PO002821,S00410,29-04-2024,GBP,CLOSED,110505.42
PO002822,S00137,30-12-2024,GBP,CLOSED,182249.52
PO002823,S00160,03-07-2024,EUR,CLOSED,413761.8
PO002824,S00165,15-05-2025,GBP,CLOSED,209775.45
PO002825,S00205,01-10-2024,GBP,CREATED,379922.49
PO002826,S00210,29-08-2025,USD,CANCELLED,173574.04
PO002827,S00419,26-05-2025,INR,CANCELLED,382359.54
PO002828,S00010,19-10-2025,INR,APPROVED,329337.59
PO002829,S00134,18-02-2024,EUR,CLOSED,6957.89
PO002830,S00223,12-01-2025,GBP,CLOSED,276824.42
PO002831,S00385,02-03-2025,INR,APPROVED,306865.7
PO002832,S00230,15-09-2024,EUR,CREATED,32585.59
PO002833,S00084,11-04-2024,EUR,CANCELLED,470454.55
PO002834,S00309,06-05-2025,GBP,CREATED,389520.11
PO002835,S00203,20-01-2026,GBP,APPROVED,136472.02
PO002836,S00316,06-04-2025,,CANCELLED,24955
PO002837,S00029,30-01-2025,EUR,CLOSED,266637.33
PO002838,S00229,10-04-2024,EUR,CREATED,233279.64
PO002839,S00457,05-01-2025,USD,CLOSED,488475.27
PO002840,S00382,14-05-2025,GBP,APPROVED,436345.06
PO002841,S00307,24-01-2025,EUR,APPROVED,278727.37
PO002842,S00229,29-05-2025,INR,CLOSED,284230.25
PO002843,S00397,22-01-2026,EUR,CLOSED,343232.92
PO002844,S00073,07-03-2024,USD,CLOSED,478386.07
PO002845,S00188,05-03-2024,GBP,APPROVED,87990.71
PO002846,S00245,07-04-2024,INR,CANCELLED,177912.92
PO002847,S00103,13-06-2024,EUR,CLOSED,299826.53
PO002848,S00484,08-04-2025,USD,APPROVED,55191.17
PO002849,S00215,06-05-2025,GBP,CANCELLED,402062.73
PO002850,S00415,21-03-2025,USD,CREATED,456056.01
PO002851,S00268,30-08-2024,EUR,CREATED,280685.87
PO002852,S00017,25-11-2024,,CLOSED,394019.44
PO002853,S00257,12-08-2024,EUR,CLOSED,315358.79
PO002854,S00383,22-02-2025,USD,CREATED,486984.91
PO002855,S00406,04-09-2025,USD,APPROVED,398288.44
PO002856,S00440,24-10-2024,USD,CANCELLED,303065.9
PO002857,S00099,16-10-2025,USD,CANCELLED,407966.66
PO002858,S00244,02-07-2024,GBP,APPROVED,323474.07
PO002859,S00038,24-03-2024,INR,CLOSED,224293.78
PO002860,S00406,08-03-2024,GBP,CREATED,197740.36
PO002861,S00154,22-11-2024,USD,CANCELLED,4530.18
PO002862,S00118,25-03-2025,EUR,CANCELLED,70999.93
PO002863,S00445,17-04-2024,INR,CLOSED,263843.96
PO002864,S00341,02-06-2024,INR,CLOSED,446087.99
PO002865,S00373,20-04-2025,,APPROVED,90367.92
PO002866,S00077,21-02-2024,INR,CLOSED,86701.29
PO002867,S00014,11-04-2025,,CREATED,388628.92
PO002868,S00282,17-04-2024,EUR,CREATED,160367.83
PO002869,S00165,01-01-2026,INR,APPROVED,96859.22
PO002870,S00085,13-01-2026,GBP,CLOSED,112654.32
PO002871,S00477,10-07-2024,INR,CLOSED,8784.7
PO002872,S00456,25-10-2025,GBP,CREATED,416249.41
PO002873,S00196,03-06-2025,USD,CANCELLED,433104.06
PO002874,S00444,02-02-2024,INR,CANCELLED,19853.22
PO002875,S00229,22-04-2024,GBP,APPROVED,98844.3
PO002876,S00198,02-02-2024,,CREATED,41890.17
PO002877,S00091,28-06-2024,,CREATED,77255.91
PO002878,S00109,15-07-2024,USD,CANCELLED,369024.21
PO002879,S00187,13-12-2025,EUR,CANCELLED,91445.48
PO002880,S00047,16-09-2025,,CLOSED,236379.37
PO002881,S00266,10-04-2025,USD,CANCELLED,3153.46
PO002882,S00198,29-12-2024,GBP,CANCELLED,480592.22
PO002883,S00052,11-03-2024,EUR,CLOSED,472594.55
PO002884,S00435,04-09-2025,USD,CANCELLED,472700
PO002885,S00340,25-10-2024,EUR,APPROVED,499851.81
PO002886,S00044,12-01-2025,GBP,CANCELLED,3004.26
PO002887,INVALID_SUP,11-01-2025,EUR,CLOSED,17911.59
PO002888,S00440,16-09-2024,INR,APPROVED,280112.52
PO002889,S00067,05-12-2024,,APPROVED,65811.28
PO002890,S00246,26-09-2025,USD,CREATED,296083.27
PO002891,S00109,20-10-2025,EUR,CLOSED,306865.29
PO002892,S00428,13-03-2025,INR,CANCELLED,82072.09
PO002893,S00486,19-10-2025,,APPROVED,369693.17
PO002894,S00421,01-03-2025,INR,CLOSED,438934.09
PO002895,S00057,18-10-2025,INR,CREATED,246265.47
PO002896,S00160,14-06-2024,GBP,CLOSED,454035.33
PO002897,S00138,02-04-2025,,CLOSED,9381.48
PO002898,S00014,24-05-2024,EUR,CREATED,443854.33
PO002899,S00018,10-02-2024,INR,CANCELLED,18482.22
PO002900,S00197,05-04-2025,,APPROVED,74877.15
PO002901,S00008,13-07-2024,EUR,APPROVED,41522.57
PO002902,S00034,03-08-2025,USD,CANCELLED,229538.83
PO002903,S00217,29-11-2025,,CANCELLED,62874.72
PO002904,S00314,04-09-2024,USD,CLOSED,235502.95
PO002905,S00467,22-12-2025,EUR,APPROVED,158052.61
PO002906,S00282,18-06-2025,EUR,CREATED,236283.87
PO002907,S00390,31-01-2024,,APPROVED,58545.65
PO002908,S00269,21-09-2025,INR,APPROVED,108903.68
PO002909,S00043,24-10-2025,USD,CANCELLED,137561.39
PO002910,S00320,14-01-2025,USD,APPROVED,109242.82
PO002911,S00096,12-06-2025,EUR,CLOSED,353782.54
PO002912,S00242,20-12-2025,,CLOSED,378746.28
PO002913,S00069,05-12-2024,EUR,CANCELLED,184259.2
PO002914,S00076,23-08-2025,,CREATED,372707.65
PO002915,S00416,09-03-2024,GBP,CREATED,396068.4
PO002916,S00095,16-07-2025,USD,APPROVED,315488.48
PO002917,S00434,07-12-2024,INR,APPROVED,195365.62
PO002918,S00006,10-08-2024,,CANCELLED,239341.65
PO002919,S00180,13-01-2026,INR,CANCELLED,223312.58
PO002920,S00111,17-02-2024,GBP,CLOSED,270669.11
PO002921,S00062,15-06-2025,EUR,CLOSED,165313.57
PO002922,S00463,13-02-2024,INR,CLOSED,167196.41
PO002923,S00453,25-06-2025,GBP,CANCELLED,329940.28
PO002924,S00349,07-09-2024,EUR,CLOSED,26874.47
PO002925,S00191,20-04-2024,GBP,CREATED,482200.54
PO002926,S00066,11-11-2025,USD,APPROVED,487419.38
PO002927,S00431,07-02-2025,USD,CREATED,272984.71
PO002928,S00155,08-10-2024,INR,CLOSED,150050.35
PO002929,S00228,28-01-2024,,CREATED,482977.74
PO002930,S00264,03-12-2024,INR,CANCELLED,409113.44
PO002931,S00460,23-12-2024,,APPROVED,66562.75
PO002932,S00355,23-08-2025,INR,CREATED,95331.95
PO002933,S00388,29-12-2025,EUR,APPROVED,279255.92
PO002934,S00277,23-06-2025,,CREATED,399131.29
PO002935,S00189,18-03-2024,,APPROVED,345315.85
PO002936,S00277,21-03-2024,INR,CLOSED,75168.65
PO002937,S00355,03-12-2025,INR,APPROVED,420835.59
PO002938,S00391,30-05-2024,INR,CANCELLED,428439.07
PO002939,S00146,06-02-2025,USD,CANCELLED,144730.7
PO002940,S00468,05-11-2024,,CANCELLED,446340.97
PO002941,S00245,15-09-2025,EUR,APPROVED,359381.56
PO002942,S00157,21-01-2025,USD,CREATED,121921.27
PO002943,S00290,05-07-2024,EUR,APPROVED,461141.34
PO002944,S00319,14-11-2025,,CREATED,24907.22
PO002945,S00215,02-06-2025,INR,APPROVED,237870.72
PO002946,S00084,30-06-2025,INR,CANCELLED,392087.99
PO002947,S00337,29-03-2025,GBP,CANCELLED,293665.28
PO002948,S00130,07-06-2024,EUR,CREATED,109284.06
PO002949,S00492,08-07-2025,EUR,APPROVED,445782.44
PO002950,S00065,16-11-2024,,APPROVED,98944.7
PO002951,S00074,08-03-2025,EUR,CLOSED,438.36
PO002952,S00062,13-03-2024,,CLOSED,259741.68
PO002953,S00402,05-03-2025,,CANCELLED,112251.49
PO002954,S00229,07-03-2024,EUR,CREATED,268336.04
PO002955,S00318,05-05-2024,GBP,APPROVED,30553.38
PO002956,S00393,24-02-2025,EUR,CLOSED,474491.39
PO002957,S00021,03-05-2025,GBP,CLOSED,51982.97
PO002958,S00244,28-03-2024,GBP,APPROVED,437502.37
PO002959,S00361,03-08-2024,GBP,CLOSED,108439.87
PO002960,S00053,07-04-2025,USD,CLOSED,116852.76
PO002961,S00442,06-01-2026,GBP,CANCELLED,207945.43
PO002962,S00333,26-12-2024,USD,CLOSED,420374.12
PO002963,S00382,23-12-2025,EUR,CLOSED,318334.04
PO002964,S00172,28-07-2024,GBP,CLOSED,491458.74
PO002965,S00043,02-09-2025,USD,CREATED,355113.29
PO002966,S00254,13-08-2025,INR,CANCELLED,106801.01
PO002967,S00227,17-06-2024,EUR,CREATED,498637.78
PO002968,S00430,07-06-2024,GBP,CANCELLED,301347.06
PO002969,S00452,04-05-2025,GBP,CREATED,298839.47
PO002970,S00308,07-01-2025,USD,CREATED,54324.05
PO002971,S00398,16-06-2025,INR,CLOSED,287961.64
PO002972,S00370,13-03-2025,,CANCELLED,406718.19
PO002973,S00374,28-12-2025,USD,CLOSED,321779.68
PO002974,S00230,10-02-2025,GBP,CREATED,469799.49
PO002975,S00423,23-04-2024,GBP,CREATED,104099.97
PO002976,S00094,03-10-2025,USD,CLOSED,44896.12
PO002977,S00478,23-02-2025,GBP,CREATED,363173.97
PO002978,S00441,01-02-2025,EUR,CLOSED,408276.06
PO002979,S00180,10-03-2025,EUR,APPROVED,134699.4
PO002980,S00408,31-10-2025,USD,CLOSED,226393.31
PO002981,S00332,19-08-2024,EUR,APPROVED,100737.41
PO002982,S00401,27-04-2025,,CLOSED,369055.91
PO002983,S00392,04-08-2025,EUR,APPROVED,421583.52
PO002984,S00445,09-08-2024,USD,CLOSED,172661.37
PO002985,S00281,27-12-2024,INR,CLOSED,413484.97
PO002986,S00052,30-08-2025,USD,CANCELLED,153026.79
PO002987,S00260,21-04-2024,INR,CANCELLED,97085.3
PO002988,S00445,22-03-2024,GBP,CLOSED,165185.63
PO002989,S00229,11-06-2025,EUR,APPROVED,479450.71
PO002990,S00169,19-11-2024,USD,CREATED,90843.83
PO002991,S00162,17-09-2025,,CLOSED,377169.14
PO002992,S00281,05-08-2025,INR,CANCELLED,307327.84
PO002993,S00039,18-01-2026,INR,CREATED,40723.82
PO002994,S00312,29-08-2024,GBP,CLOSED,68611.55
PO002995,S00178,24-09-2025,,CLOSED,195362.15
PO002996,S00478,24-02-2024,GBP,CREATED,421729.79
PO002997,S00383,01-01-2026,EUR,CREATED,158537.33
PO002998,S00118,10-12-2025,GBP,CREATED,119181.31
PO002999,S00081,24-09-2025,EUR,CREATED,244718.93
PO003000,S00433,24-12-2025,INR,APPROVED,436943.66
